trackId,event,seq,startUs,startSec,ptsMs,durationMs,extra
2,mdat,2,100810,0.8126598639455781,,22546.57596371849,481
2,moof,2,101291,0.101291,,,frames=971
2,mdat,2,101291,0.8126598639455781,,22546.57596371849,478
2,moof,2,101769,0.101769,,,frames=971
2,mdat,2,101769,0.8126598639455781,,22546.57596371849,481
2,moof,2,102250,0.10225,,,frames=971
2,mdat,2,102250,0.8126598639455781,,22546.57596371849,481
2,moof,2,102731,0.102731,,,frames=971
2,mdat,2,102731,0.8126598639455781,,22546.57596371849,461
2,moof,2,103192,0.103192,,,frames=971
2,mdat,2,103192,0.8126598639455781,,22546.57596371849,480
2,moof,2,103672,0.103672,,,frames=971
2,mdat,2,103672,0.8126598639455781,,22546.57596371849,483
2,moof,2,104155,0.104155,,,frames=971
2,mdat,2,104155,0.8126598639455781,,22546.57596371849,477
2,moof,2,104632,0.104632,,,frames=971
2,mdat,2,104632,0.8126598639455781,,22546.57596371849,480
2,moof,2,105112,0.105112,,,frames=971
2,mdat,2,105112,0.8126598639455781,,22546.57596371849,481
2,moof,2,105593,0.105593,,,frames=971
2,mdat,2,105593,0.8126598639455781,,22546.57596371849,474
2,moof,2,106067,0.106067,,,frames=971
2,mdat,2,106067,0.8126598639455781,,22546.57596371849,477
2,moof,2,106544,0.106544,,,frames=971
2,mdat,2,106544,0.8126598639455781,,22546.57596371849,481
2,moof,2,107025,0.107025,,,frames=971
2,mdat,2,107025,0.8126598639455781,,22546.57596371849,490
2,moof,2,107515,0.107515,,,frames=971
2,mdat,2,107515,0.8126598639455781,,22546.57596371849,489
2,moof,2,108004,0.108004,,,frames=971
2,mdat,2,108004,0.8126598639455781,,22546.57596371849,515
2,moof,2,108519,0.108519,,,frames=971
2,mdat,2,108519,0.8126598639455781,,22546.57596371849,505
2,moof,2,109024,0.109024,,,frames=971
2,mdat,2,109024,0.8126598639455781,,22546.57596371849,477
2,moof,2,109501,0.109501,,,frames=971
